part_id,failure_year,part_year,diameter,length,material,has_failed
RS115532,2014,1991,125,231.3255489,GI,1
RS115532,2012,1991,125,231.3255489,GI,1
RS175646,2011,1964,125,26.43527402,CU,1
RS10198,2014,1962,125,52.2147558,HDPE,1
RS65959,2013,1991,100,98.18994424,GI,1
RS77231,2012,1972,100,30.81361592,HDPE,1
RS49857,2015,1974,150,27.17686710000001,CU,1
RS119135,2014,1960,125,286.0231415,HDPE,1
RS54189,2014,1961,80,158.9414447,HDPE,1
RS137730,2011,1971,150,115.3218933,CU,1
RS137730,2014,1971,150,115.3218933,CU,1
RS13349,2013,1971,125,25.89980689,HDPE,1
RS66530,2014,1947,125,49.47921612,HDPE,1
RS94779,2011,1985,150,140.62017319999998,HDPE,1
RS37657,2015,1926,100,154.9183882,CU,1
RS180117,2014,1934,150,62.63720344,CU,1
RS169818,2015,1958,80,31.20463322,CU,1
RS106629,2015,1966,125,75.63631039,HDPE,1
RS103954,2015,1963,125,4.107807845,CU,1
RS82491,2013,1918,100,178.09740449999995,CU,1
RS82491,2014,1918,100,178.09740449999995,CU,1
RS82491,2013,1918,100,178.09740449999995,CU,1
RS85097,2012,1996,80,171.0163753,MPVC,1
RS264036,2012,2010,150,61.54235076,MPVC,1
RS36549,2013,1963,80,190.08714609999998,HDPE,1
RS36549,2015,1963,80,190.08714609999998,HDPE,1
RS133418,2015,1952,80,12.604110400000001,CU,1
RS41663,2014,1962,150,462.3286381,HDPE,1
RS9744,2012,1985,80,9.256400862000001,HDPE,1
RS190670,2013,1963,125,56.41357513,HDPE,1
RS126403,2015,1940,80,123.53798909999998,CU,1
RS126403,2015,1940,80,123.53798909999998,CU,1
RS126403,2014,1940,80,123.53798909999998,CU,1
RS206588,2015,1989,125,45.59434023,GI,1
RS113189,2014,1956,80,223.52999619999997,HDPE,1
RS113189,2012,1956,80,223.52999619999997,HDPE,1
RS167245,2014,1950,150,80.44048568,CU,1
RS173422,2011,1977,125,336.75558939999996,CU,1
RS64881,2014,1985,150,230.91095269999997,HDPE,1
RS64881,2013,1985,150,230.91095269999997,HDPE,1
RS105468,2013,1988,125,121.85147109999998,GI,1
RS183386,2012,1970,125,32.65110467,CU,1
RS23606,2012,1984,80,33.3356979,HDPE,1
RS104269,2014,1997,80,70.26593972,MPVC,1
RS29531,2014,1991,100,3.5784155060000002,GI,1
RS99115,2014,1987,125,491.4976643,GI,1
RS160820,2014,1963,125,72.3094319,HDPE,1
RS210123,2014,1998,150,209.1458743,MPVC,1
RS21099,2015,1959,80,25.86269995,CU,1
RS25619,2013,1975,200,11.99875917,RC,1
RS76823,2014,1957,100,134.457287,HDPE,1
RS67914,2014,1963,80,261.4226559,HDPE,1
RS36155,2013,1953,80,88.45472989,HDPE,1
RS95386,2011,1973,100,43.60700794,CU,1
RS41615,2012,1972,100,75.31613165,HDPE,1
RS57370,2015,1947,80,95.59768601,HDPE,1
RS57370,2015,1947,80,95.59768601,HDPE,1
RS159776,2013,1963,125,8.086257952999999,CU,1
RS91265,2015,1990,125,94.39198805,GI,1
RS52060,2013,1974,80,160.8770634,HDPE,1
RS74760,2013,1934,100,134.1839494,CU,1
RS138864,2015,1982,100,274.8547129,HDPE,1
RS129401,2011,1965,125,24.38021288,CU,1
RS56725,2013,1963,100,31.22766345,CU,1
RS244657,2015,1961,125,3.1727626360000003,CU,1
RS169789,2015,1965,150,5.766077054,CU,1
RS236989,2012,1959,125,44.63523345,CU,1
RS21716,2014,1934,100,27.26217643,CU,1
RS190567,2012,1985,150,119.4046496,HDPE,1
RS192441,2013,1978,80,45.95369003,CU,1
RS255267,2011,2005,80,139.00411430000003,EW,1
RS207647,2014,1968,100,117.2312706,HDPE,1
RS55331,2015,1998,100,61.25198582,GI,1
RS216865,2013,1926,150,59.7769052,CU,1
RS216865,2012,1926,150,59.7769052,CU,1
RS140212,2014,1929,80,9.719521225,CU,1
RS140212,2014,1929,80,9.719521225,CU,1
RS186500,2012,1990,150,179.27463980000005,CU,1
RS203312,2015,1929,80,55.9078622,CU,1
RS245133,2012,2009,100,52.65531475,MPVC,1
RS217939,2015,1922,80,69.50113989,CU,1
RS168207,2014,1977,225,36.99367516,CU,1
RS193718,2014,1966,100,25.33192322,CU,1
RS178310,2011,1967,150,46.99391414,HDPE,1
RS26925,2012,1930,80,5.938166073,CU,1
RS143945,2014,1974,125,16.31347726,CU,1
RS47573,2014,1943,125,110.25072720000001,CU,1
RS133871,2015,1917,80,8.758738233999999,CU,1
RS10998,2011,1969,80,38.25982588,CU,1
RS174311,2013,1902,150,349.180498,CU,1
RS147838,2015,1979,100,137.2692983,MPVC,1
RS6341,2014,1930,80,103.10440849999999,CU,1
RS205911,2015,1949,150,85.7629793,CU,1
RS11588,2012,1986,150,19.02402973,HDPE,1
RS125486,2012,1964,150,290.56302410000006,HDPE,1
RS40313,2015,1950,100,16.24834804,CU,1
RS161386,2011,1979,80,73.4341895,HDPE,1
RS42286,2014,1987,125,192.00290780000003,HDPE,1
RS48429,2015,1968,150,335.5015227,HDPE,1
RS48429,2014,1968,150,335.5015227,HDPE,1
RS74547,2012,1978,100,26.9151853,GI,1
RS222007,2014,1953,250,218.9056812,CU,1
RS106875,2015,1983,225,204.71518369999998,CU,1
RS118385,2013,1976,100,33.11345674,HDPE,1
RS203892,2014,1989,100,121.2195882,GI,1
RS12503,2014,1967,150,115.3014625,CU,1
RS12503,2015,1967,150,115.3014625,CU,1
RS4081,2012,1953,125,260.621641,HDPE,1
RS55192,2015,1971,80,100.6836041,HDPE,1
RS13878,2015,1961,80,11.89518393,CU,1
RS153550,2015,1999,150,54.82107368,MPVC,1
RS256739,2012,2011,80,135.04436030000002,MPVC,1
RS209068,2012,1940,100,17.11847958,CU,1
RS167278,2012,1930,100,27.36745582,CU,1
RS57048,2013,1950,100,48.61202513,HDPE,1
RS8237,2012,1981,125,44.91353967,HDPE,1
RS70723,2014,1973,150,45.93464184,HDPE,1
RS44293,2014,1934,125,110.4124291,CU,1
RS245137,2015,2005,100,104.32076529999999,MPVC,1
RS129361,2014,1985,150,91.2320293,GI,1
RS95476,2012,1968,80,11.34067446,CU,1
RS95476,2013,1968,80,11.34067446,CU,1
RS71670,2014,1959,80,9.007728051,CU,1
RS93300,2012,1926,100,14.76951912,CU,1
RS115988,2015,1955,125,312.19215539999993,HDPE,1
RS24008,2014,1934,100,78.53521599,CU,1
RS7385,2011,1959,100,55.84373779,HDPE,1
RS208089,2014,1896,200,28.32881303,CU,1
RS33150,2014,1979,125,47.9017194,HDPE,1
RS15283,2013,1985,150,7.098609709,GI,1
RS82242,2011,1942,125,4.425925556,CU,1
RS128687,2013,1917,125,86.47112457,CU,1
RS125309,2013,1966,100,26.047164000000002,CU,1
RS227426,2014,1998,150,1.8046076640000002,MPVC,1
RS227426,2014,1998,150,1.8046076640000002,MPVC,1
RS130362,2015,1883,125,61.89671233,CU,1
RS136044,2014,1937,100,3.716375855,CU,1
RS67774,2015,1967,125,597.2375147000001,HDPE,1
RS203099,2013,1930,200,16.10876435,CU,1
RS192947,2015,1941,100,100.0737223,CU,1
RS130866,2013,1896,63,249.6699279,CU,1
RS3640,2015,1942,100,34.25602314,HDPE,1
RS3640,2015,1942,100,34.25602314,HDPE,1
RS142878,2012,1964,125,175.9245181,HDPE,1
RS130258,2013,1954,125,13.84829637,CU,1
RS192709,2012,1941,100,106.91865130000001,HDPE,1
RS50768,2012,1976,100,91.42831304,HDPE,1
RS179527,2013,1961,125,105.35304199999999,HDPE,1
RS179527,2013,1961,125,105.35304199999999,HDPE,1
RS248293,2011,2008,150,167.32057450000005,MPVC,1
RS12696,2015,1954,150,83.23468543,HDPE,1
RS12696,2013,1954,150,83.23468543,HDPE,1
RS43873,2013,1952,125,83.13360249,HDPE,1
RS31776,2013,1946,150,129.1339322,HDPE,1
RS40602,2015,1970,200,48.58073106,CU,1
RS40602,2013,1970,200,48.58073106,CU,1
RS64291,2013,1981,100,176.7800015,HDPE,1
RS199809,2013,1952,200,176.8549619,CU,1
RS208297,2015,1887,63,59.74259371,CU,1
RS191069,2015,1923,100,170.6280514,CU,1
RS178261,2015,1975,80,86.39968676,HDPE,1
RS14805,2013,1963,100,36.03823217,CU,1
RS83968,2014,1929,80,54.36541271,CU,1
RS15228,2013,1922,80,45.80295249,CU,1
RS206758,2015,1968,150,857.4882213999997,HDPE,1
RS46698,2012,1961,80,164.6616369,HDPE,1
RS202526,2014,1982,250,124.23420559999998,CU,1
RS37169,2015,1906,80,21.62553529,CU,1
RS37169,2014,1906,80,21.62553529,CU,1
RS154377,2012,1963,80,69.04259524,HDPE,1
RS170161,2015,1965,150,57.93337383,CU,1
RS44078,2015,1958,80,147.5808679,HDPE,1
RS207858,2011,1986,125,67.47595563,HDPE,1
RS190707,2014,1989,125,33.25730277,MPVC,1
RS4180,2013,1954,125,86.17553713,HDPE,1
RS202121,2015,1909,150,95.32588704,CU,1
RS177908,2015,1980,125,17.12272571,CU,1
RS43303,2014,1934,100,57.81415715,CU,1
RS190983,2015,1925,63,6.0210618789999995,CU,1
RS51771,2015,1952,125,7.2432356979999994,CU,1
RS171797,2015,1958,80,9.583823965,CU,1
RS46719,2011,1954,100,27.39118467,CU,1
RS191403,2015,1995,100,222.2585273,MPVC,1
RS76100,2014,1952,100,72.19850895,CU,1
RS139896,2012,1975,100,297.7873932,HDPE,1
RS135941,2014,1931,80,72.4675892,CU,1
RS191151,2015,1967,80,39.70992025,CU,1
RS50540,2014,1972,100,163.104196,HDPE,1
RS30527,2013,1873,63,122.6449531,CU,1
RS33757,2011,1925,150,214.8538714,CU,1
RS52271,2012,1971,250,1.7771160240000001,CU,1
RS182737,2013,1902,80,92.21881582,CU,1
RS187431,2013,1996,150,68.69672545,MPVC,1
RS56899,2013,1965,125,13.918665300000002,CU,1
RS44025,2014,1927,100,91.04710649,CU,1
RS175986,2013,1966,150,4.84924182,CU,1
RS116739,2014,1916,100,29.35043635,CU,1
RS209329,2012,1959,150,65.13755302,HDPE,1
RS202585,2012,1956,125,85.9658541,HDPE,1
RS242401,2014,2005,80,52.83978075,EW,1
RS10602,2014,1963,80,23.05414684,CU,1
RS200563,2013,1937,125,19.01675904,CU,1
RS54529,2013,1924,80,13.25903888,CU,1
RS91517,2012,1956,100,18.09183253,HDPE,1
RS18711,2012,1957,100,7.223993561,CU,1
RS183033,2012,1974,80,42.80966246,CU,1
RS205136,2013,1971,80,16.48060683,CU,1
RS182562,2015,1930,100,90.52306765,CU,1
RS15036,2015,1962,100,10.43230943,HDPE,1
RS113555,2015,1986,125,98.07091767,HDPE,1
RS141180,2012,1946,250,284.60240699999997,CU,1
RS175540,2014,1928,100,86.98779031,CU,1
RS63844,2015,1975,150,191.28787869999996,CU,1
RS19076,2013,1922,100,40.1155653,CU,1
RS179405,2015,1961,125,11.03263494,CU,1
RS136421,2015,1964,100,21.06129984,CU,1
RS134703,2013,1980,100,69.36923788,HDPE,1
RS4122,2011,1968,80,19.13418078,CU,1
RS10807,2015,1995,80,2.5032323069999998,RC,1
RS68748,2015,1962,100,23.440193700000002,HDPE,1
RS23927,2012,1963,100,42.92527857,CU,1
RS157760,2015,1960,150,19.90202149,HDPE,1
RS219291,2013,2001,300,8.649483973999999,RC,1
RS43043,2012,1962,80,14.49784726,CU,1
RS208253,2012,1975,250,32.75723829,CU,1
RS53834,2015,1976,100,14.58020895,CU,1
RS253874,2013,2005,100,67.92772986,EW,1
RS59621,2014,1954,125,44.68693368,HDPE,1
RS59621,2014,1954,125,44.68693368,HDPE,1
RS187213,2015,1980,125,31.47746061,GI,1
RS241559,2014,2007,150,166.6186058,MPVC,1
RS27152,2011,1947,125,149.6916078,CU,1
RS27152,2015,1947,125,149.6916078,CU,1
RS40191,2015,1935,100,189.7066496,CU,1
RS209412,2014,1927,80,133.4144345,CU,1
RS28937,2012,1953,100,15.68514127,CU,1
RS51668,2015,1984,150,286.5557744,GI,1
RS253366,2015,1969,150,246.4013201,HDPE,1
RS12295,2015,1991,125,6.242016189,GI,1
RS159932,2013,1966,80,56.71497916,HDPE,1
RS176058,2012,1983,300,56.34579634,GI,1
RS158559,2013,1932,100,33.16972846,CU,1
RS106755,2013,1969,150,7.57800869,CU,1
RS160158,2015,1942,80,92.42786636,CU,1
RS164768,2012,1964,150,39.94427966,HDPE,1
RS179893,2011,1970,80,7.981569284,CU,1
RS20374,2012,1969,200,220.47251580000002,CU,1
RS20374,2012,1969,200,220.47251580000002,CU,1
RS128533,2012,1956,125,272.50023030000006,HDPE,1
RS85376,2013,1968,125,15.35832899,CU,1
RS12001,2011,1952,80,17.63199155,CU,1
RS12001,2015,1952,80,17.63199155,CU,1
RS35147,2013,1923,80,9.601671919,CU,1
RS26755,2013,1933,80,56.34550236,CU,1
RS4190,2015,1955,150,28.09135156,HDPE,1
RS193377,2012,1930,100,20.03540075,CU,1
RS194769,2011,1958,125,200.77460449999998,HDPE,1
RS205941,2013,1965,100,13.87296129,CU,1
RS136760,2013,1907,80,89.49462588,CU,1
RS61983,2014,1964,150,55.97453486,HDPE,1
RS200018,2014,1958,100,152.877875,HDPE,1
RS18010,2012,1970,100,168.2453872,HDPE,1
RS216697,2015,2003,100,30.72092394,MPVC,1
RS135264,2014,1968,125,120.96354840000002,HDPE,1
RS40572,2014,1964,100,14.60486429,CU,1
RS217822,2014,2003,125,301.4002516000001,MPVC,1
RS175812,2013,1978,150,36.17707771,CU,1
RS175812,2012,1978,150,36.17707771,CU,1
RS163494,2011,1924,80,81.80522568,CU,1
RS42123,2013,1976,150,112.65389479999999,CU,1
RS42123,2013,1976,150,112.65389479999999,CU,1
RS42123,2014,1976,150,112.65389479999999,CU,1
RS106306,2014,1968,80,3.1400410439999997,HDPE,1
RS135024,2014,1962,80,50.44246209,CU,1
RS197334,2013,1991,125,125.94023909999999,GI,1
RS142482,2014,1924,80,239.81804920000002,CU,1
RS44062,2014,1949,100,26.06804498,HDPE,1
RS159245,2013,1965,80,247.5126943,HDPE,1
RS115840,2012,1933,80,191.5829659,CU,1
RS123867,2015,1972,80,50.186695799999995,HDPE,1
RS59438,2015,1965,250,14.78053085,CU,1
RS59438,2015,1965,250,14.78053085,CU,1
RS34532,2011,1950,150,6.667841775,CU,1
RS43412,2015,1951,80,19.50412323,CU,1
RS209499,2012,1926,80,74.25318383,CU,1
RS28989,2015,1985,150,142.8387294,GI,1
RS34325,2012,1992,100,20.26647831,GI,1
RS37589,2014,1947,100,56.59103318,CU,1
RS115893,2015,1946,80,84.47864216,CU,1
RS115893,2015,1946,80,84.47864216,CU,1
RS116204,2013,1953,100,141.92547219999997,HDPE,1
RS94885,2015,1987,100,47.41161009,GI,1
RS85322,2012,1993,125,19.59729698,RC,1
RS164985,2014,1906,80,169.8961341,CU,1
RS5311,2014,1924,80,88.3372278,CU,1
RS66470,2015,1945,100,77.19246829,HDPE,1
RS200735,2013,1954,150,312.4378197,HDPE,1
RS228019,2013,2002,150,72.68135333,MPVC,1
RS24283,2014,1943,80,26.62935318,CU,1
RS6071,2014,1974,100,20.67990508,CU,1
RS6071,2015,1974,100,20.67990508,CU,1
RS169604,2015,1918,100,165.5195274,CU,1
RS12364,2013,1946,100,25.8092592,CU,1
RS63490,2011,1975,125,121.7719723,HDPE,1
RS173184,2012,1968,125,31.24624567,CU,1
RS159995,2015,1934,100,55.37933749,CU,1
RS113074,2015,1935,80,154.7532956,CU,1
RS81426,2013,1982,100,117.0497404,HDPE,1
RS81426,2013,1982,100,117.0497404,HDPE,1
RS131929,2013,1968,225,114.04684909999999,CU,1
RS221868,2013,1951,150,149.3982781,CU,1
RS45658,2015,1994,225,17.54414867,RC,1
RS27069,2013,1972,80,17.11535538,CU,1
RS26647,2015,1995,100,195.963933,GI,1
RS188769,2013,1959,125,62.17853109,HDPE,1
RS186008,2015,1917,150,157.3464851,CU,1
RS186008,2015,1917,150,157.3464851,CU,1
RS123372,2012,1932,100,27.40974446,CU,1
RS192729,2015,1952,80,38.94233947,HDPE,1
RS192729,2013,1952,80,38.94233947,HDPE,1
RS253361,2012,1978,125,35.96386302,CU,1
RS48132,2014,1974,150,158.80011340000001,CU,1
RS74752,2014,1900,100,113.5884801,CU,1
RS165415,2011,1951,150,22.75096419,CU,1
RS6984,2015,1964,80,196.3647424,HDPE,1
