Part ID,Failure_Year
RS119179,2009
RS125994,2009
RS132874,2007
RS649,2007
RS10614,2011
RS10614,2008
RS181141,2007
RS12363,2004
RS12363,2003
RS46300,2004
RS159329,2003
RS185201,2007
RS116293,2004
RS74688,2001
RS181410,2003
RS41419,2004
RS29193,2011
RS106649,2004
RS83005,2005
RS166067,2008
RS46881,2004
RS46881,2003
RS172911,2005
RS176232,2007
RS202868,2006
RS116994,2002
RS63454,2011
RS12075,2007
RS71970,2005
RS15986,2002
RS30960,2010
RS89972,2004
RS133348,2004
RS130234,2007
RS4142,2005
RS4142,2005
RS5834,2005
RS190139,2003
RS43625,2008
RS9957,2011
RS5888,2004
RS26448,2008
RS207934,2001
RS153977,2011
RS162085,2003
RS201645,2005
RS157830,2006
RS37656,2003
RS66574,2011
RS75266,2002
RS129225,2003
RS129225,2004
RS131216,2011
RS44976,2003
RS202752,2008
RS170124,2006
RS156079,2003
RS211706,2007
RS116097,2002
RS116097,2009
RS28825,2004
RS81490,2002
RS178466,2004
RS165841,2008
RS146082,2007
RS69361,2008
RS32274,2010
RS69017,2007
RS202475,2005
RS166201,2009
RS39485,2006
RS6295,2005
RS115910,2008
RS47183,2004
RS4590,2009
RS84738,2001
RS112875,2004
RS73118,2008
RS77234,2002
RS123092,2010
RS40677,2008
RS191328,2007
RS74748,2005
RS128998,2008
RS22663,2004
RS96274,2005
RS76055,2002
RS46349,2002
RS46349,2008
RS139891,2006
RS44095,2006
RS32154,2010
RS8925,2004
RS130139,2008
RS109688,2008
RS49824,2011
RS60829,2005
RS54335,2007
RS52519,2006
RS10745,2003
RS174377,2001
RS76600,2002
RS193848,2007
RS175334,2010
RS18777,2011
RS52526,2001
RS4536,2003
RS16285,2007
RS203831,2009
RS185768,2004
RS8916,2003
RS98835,2008
RS183433,2007
RS58056,2002
RS114534,2007
RS124238,2010
RS47764,2005
RS197018,2002
RS3867,2007
RS33448,2011
RS33449,2008
RS35208,2003
RS19708,2006
RS113453,2009
RS176551,2010
RS116933,2008
RS148336,2004
RS9899,2002
RS183525,2004
RS53607,2010
RS45465,2005
RS62928,2010
RS33404,2002
RS70181,2004
RS77000,2010
RS37753,2007
RS133583,2008
RS48924,2011
RS94476,2005
RS115920,2008
RS159878,2008
RS136814,2009
RS213112,2004
RS213113,2005
RS213240,2008
RS99757,2004
RS219402,2008
RS161172,2004
RS5133,2007
RS113113,2003
RS123630,2003
RS7637,2001
RS9097,2008
RS33565,2002
RS55477,2009
RS209399,2002
RS199978,2005
RS239015,2006
RS210438,2004
RS30809,2002
RS19659,2005
RS114435,2001
RS33386,2001
RS94891,2002
RS184340,2003
RS165502,2002
RS158023,2003
RS43030,2002
RS30889,2002
RS49366,2003
RS158981,2004
RS36971,2004
RS30435,2003
RS175906,2006
RS55563,2008
RS37696,2005
RS24619,2008
RS139219,2007
RS193863,2010
RS169042,2004
RS112793,2005
RS69390,2007
RS43601,2007
RS176665,2006
RS152579,2006
RS169931,2009
RS183152,2006
RS249594,2006
RS51855,2009
RS197781,2005
RS30275,2009
RS26559,2010
RS30469,2008
RS154722,2002
RS74429,2007
RS252346,2008
RS26790,2003
RS140639,2005
TS59433,2005
RS196222,2011
RS162858,2005
RS10862,2007
RS162855,2004
RS162858,2002
RS19595,2007
RS7374,2005
RS182641,2003
RS167797,2004
RS117216,2010
RS113004,2003
RS26889,2008
RS189333,2002
RS166381,2009
RS119032,2003
RS124143,2005
RS52136,2004
RS125692,2006
RS113873,2005
RS196228,2006
RS196228,2005
RS241156,2008
RS204243,2009
RS46994,2009
RS16556,2006
RS165283,2011
RS166992,2006
RS115946,2006
RS115946,2006
RS117253,2001
RS178970,2002
RS154003,2004
RS50842,2009
RS9731,2008
RS197242,2006
RS46697,2009
RS36589,2003
RS49375,2007
RS202003,2007
RS202006,2008
RS51031,2009
RS51165,2003
RS161657,2000
RS63910,2004
RS178725,2005
RS202739,2006
RS161862,2007
RS161862,2004
RS96932,2010
RS76183,2004
RS163652,2007
RS188741,2011
RS206911,2008
RS12773,2007
RS29106,2005
RS109630,2008
RS176374,2005
RS65212,2003
RS99044,2005
RS96039,2003
RS239081,2007
RS31847,2009
RS31846,2005
RS247236,2008
RS74720,2009
RS147443,2008
RS10927,2011
RS154887,2006
RS18046,2007
RS130567,2006
RS114465,2006
RS193490,2009
RS66329,2006
RS19141,2003
RS119382,2011
RS172539,2002
RS76673,2003
RS57032,2005
RS167155,2003
RS64729,2012
RS160421,2005
RS37571,2005
RS229137,2003
RS10718,2006
RS46875,2006
RS115693,2000
RS42736,2003
RS42736,2003
RS169346,2002
RS49925,2008
RS140107,2005
RS118280,2008
RS10569,2005
RS145528,2005
TS2086,2005
RS11941,2004
RS49244,2006
RS159398,2008
RS133686,2004
RS179920,2004
RS130761,2012
RS14680,2004
RS130701,2008
RS178250,2007
RS141966,2005
RS206460,2005
RS125936,2008
RS122002,2005
RS161195,2005
RS246511,2006
RS153646,2005
RS73061,2008
RS46297,2003
RS165825,2004
RS176367,2005
RS18107,2004
RS58792,2009
RS4572,2008
RS68263,2007
RS14057,2002
RS135318,2009
RS35126,2007
RS9654,2007
RS37535,2004
RS15755,2003
RS115952,2005
RS131152,2010
RS128716,2003
RS162366,2002
RS32365,2007
RS130232,2008
RS188056,2010
RS15555,2009
RS44106,2003
RS17907,2002
RS36057,2004
RS178300,2003
RS113979,2007
RS131908,2003
RS147359,2007
RS187115,2008
RS132757,2003
RS132757,2002
RS178808,2006
RS187231,2005
RS162857,2008
RS6253,2006
RS197297,2008
RS76292,2009
RS51041,2003
RS76856,2009
RS160652,2007
RS52736,2010
RS21906,2000
RS189464,2003
RS40281,2006
RS145500,2002
RS211858,2007
RS167766,2006
RS188484,2005
RS6260,2004
RS161408,2002
RS161408,2005
RS206608,2009
RS206607,2008
RS36350,2003
RS44052,2003
RS44050,2006
RS131420,2007
RS36143,2011
RS211306,2001
RS26336,2007
RS162313,2006
RS63440,2012
RS37734,2012
RS116288,2002
RS168425,2003
RS133128,2010
RS24258,2002
RS244791,2011
RS116396,2006
RS74619,2000
RS219056,2003
RS49624,2011
RS218090,2009
RS73440,2003
RS147363,2006
RS155877,2007
RS112998,2009
RS192590,2008
RS136817,2000
RS196458,2007
RS47299,2005
RS136833,2003
RS188832,2007
RS206664,2007
RS133480,2008
RS113958,2005
RS180726,2002
RS61468,2010
RS75319,2004
RS24578,2007
RS5148,2008
RS202691,2008
RS208476,2007
RS50431,2003
RS99316,2008
RS25064,2012
RS182869,2008
RS135145,2006
RS84017,2005
RS133397,2004
RS131553,2008
RS11067,2007
RS208010,2002
RS29254,2004
RS70332,2007
RS32831,2012
RS49304,2002
RS178712,2001
RS194299,2012
RS194299,2011
RS95553,2008
RS34694,2006
RS33772,2005
RS39967,2003
RS91622,2004
RS32989,2005
RS118370,2005
RS160587,2006
RS163553,2005
RS175415,2005
RS181236,2004
RS207867,2004
RS654,2001
RS178803,2009
RS192945,2008
RS115947,2003
RS35311,2009
RS189448,2010
RS132645,2007
RS128846,2006
RS193662,2009
RS20039,2007
RS189477,2004
RS193719,2011
RS136083,2004
RS125811,2006
RS10016,2009
RS104061,2004
RS45274,2010
RS139903,2008
RS133793,2006
RS133793,2002
RS182838,2008
RS155976,2010
RS42134,2005
RS212655,2000
RS172501,2010
RS35347,2005
RS28540,2004
RS133975,2009
RS203749,2005
RS165357,2001
RS207417,2005
RS49217,2006
RS212511,2004
RS185713,2009
RS112927,2001
RS49526,2008
RS171291,2011
RS195649,2005
RS126410,2002
RS99223,2003
RS18676,2010
RS18676,2007
RS208724,2007
RS68043,2002
RS196628,2005
RS49739,2001
RS136046,2006
RS30945,2003
RS193539,2006
RS193536,2003
RS143014,2005
RS245394,2005
RS177904,2011
RS31854,2007
RS114143,2004
RS43602,2011
RS49851,2008
RS161671,2007
RS8915,2007
RS8413,2012
RS8413,2004
RS106590,2010
RS47222,2012
RS43950,2008
RS189353,2004
RS144289,2006
RS206395,2004
RS196728,2003
RS113022,2008
RS206080,2011
RS61624,2009
RS37497,2005
RS123022,2006
RS46564,2011
RS10209,2001
RS179407,2000
RS196115,2004
RS18253,2002
RS116858,2006
RS182938,2012
RS195629,2004
RS126037,2011
RS206597,2005
RS187122,2005
RS195142,2008
RS209481,2006
RS9906,2001
RS17513,2009
RS17513,2005
RS139374,2008
RS11521,2004
RS54395,2006
RS163652,2007
RS91145,2010
RS179337,2004
RS184351,2006
RS196171,2004
RS119419,2001
RS4125,2007
RS184027,2008
RS184027,2007
RS94520,2007
RS28303,2006
RS61599,2005
RS15762,2004
RS15762,2007
RS139357,2004
RS57441,2000
RS20629,2008
RS20629,2002
RS41442,2009
RS97022,2007
RS116132,2004
RS116131,2004
RS92310,2003
RS166301,2005
RS76643,2007
RS160812,2004
RS47456,2004
RS38044,2008
RS232172,2005
RS15552,2001
RS133100,2007
RS24732,2000
RS134691,2004
RS42983,2004
RS37972,2007
RS73418,2012
RS35048,2007
RS231493,2009
RS170226,2007
RS26896,2011
RS192950,2008
RS154351,2006
RS33132,2005
RS49931,2008
RS49931,2009
RS139959,2006
RS41085,2009
RS142648,2004
RS192772,2006
RS13241,2008
RS202208,2007
RS7126,2001
RS37474,2003
RS63352,2006
RS63352,2002
TS7065,2004
TS7065,2007
TS7065,2006
RS188305,2004
RS57912,2007
RS158362,2002
RS62070,2007
RS30154,2009
RS73130,2008
RS131130,2009
RS41948,2007
RS132874,2005
RS118487,2005
RS44090,2004
RS93770,2006
RS93770,2005
TS59083,2005
RS12363,2011
RS46379,2009
RS31868,2005
RS25068,2004
RS194041,2007
RS191866,2003
RS142871,2006
RS62939,2007
RS116293,2005
RS200102,2004
RS246406,2006
RS209421,2005
RS135134,2004
RS74030,2003
RS115795,2004
RS168509,2009
RS168931,2005
RS59432,2012
RS37301,2009
RS65706,2005
RS13381,2006
RS8640,2004
RS74202,2009
RS5224,2001
RS18073,2007
RS135331,2006
RS30820,2002
RS176190,2008
RS47714,2008
RS203302,2005
RS181389,2003
RS10437,2009
RS164794,2008
RS193173,2007
RS155835,2010
RS117402,2005
RS58323,2008
RS8880,2002
RS194075,2006
RS174055,2008
RS197647,2008
RS193584,2012
RS22952,2003
RS118759,2009
RS5888,2006
RS5888,2006
RS1494,2009
RS26449,2010
RS179128,2009
RS36357,2006
RS37615,2004
RS37615,2005
RS14881,2003
RS14881,2003
RS11026,2008
RS154760,2006
RS66574,2006
RS130578,2005
RS26460,2003
RS34572,2007
RS8602,2004
RS10941,2010
RS26414,2007
RS62961,2010
RS46104,2004
RS63073,2010
RS49259,2004
RS49259,2007
RS112739,2012
RS165015,2003
RS67038,2008
RS165045,2012
RS114656,2004
RS32466,2010
RS191065,2005
RS115919,2007
RS115910,2001
RS195855,2006
RS195855,2006
RS158323,2010
RS18798,2008
RS157868,2009
RS178075,2002
RS160744,2005
RS159589,2008
RS9917,2011
RS82270,2005
RS72013,2012
RS103060,2009
RS113656,2005
RS61669,2010
RS180739,2002
RS10343,2005
RS130139,2009
RS200493,2011
RS47026,2007
RS76157,2009
RS43758,2006
RS112957,2011
RS204764,2011
RS53797,2007
RS51064,2008
RS76716,2004
RS132151,2010
RS178709,2004
RS91142,2003
RS136029,2004
RS147421,2012
RS180040,2003
RS4397,2005
RS33466,2004
RS95815,2006
RS40004,2003
RS32355,2007
RS186707,2010
RS29066,2003
RS153848,2004
RS30541,2004
RS98835,2008
RS188542,2007
RS124238,2007
RS37541,2006
RS21804,2011
RS141284,2008
RS169730,2004
RS10278,2009
RS10278,2007
RS191313,2003
RS103480,2005
RS82399,2007
RS9986,2004
RS188317,2006
RS64479,2003
RS176551,2005
RS174400,2004
RS174400,2005
RS32578,2002
RS113001,2002
RS131864,2005
RS118156,2004
RS81479,2010
RS53589,2009
RS209987,2008
RS62864,2006
RS161013,2006
RS91470,2005
RS123730,2007
RS160148,2005
