Part ID,Failure_Year
RS118756,2008
RS241314,2007
RS93906,2005
RS161406,2001
RS201520,2002
RS130654,2008
RS204921,2005
RS17821,2003
RS18188,2008
RS46643,2004
RS116288,2010
RS95478,2006
RS211321,2011
RS211321,2010
RS252085,2009
RS116281,2000
RS116281,2001
RS18133,2005
RS192582,2001
RS61463,2003
RS47258,2005
RS47258,2006
RS136818,2007
RS60538,2008
RS125457,2003
RS115734,2006
RS170089,2012
RS25514,2003
RS51770,2005
RS51770,2003
RS55596,2005
RS175372,2008
RS136418,2007
RS178797,2003
RS35999,2005
RS203187,2010
RS96882,2008
RS43801,2003
RS187060,2005
RS71666,2008
RS60112,2003
RS99136,2006
RS246148,2006
RS16794,2002
RS131212,2007
RS32662,2004
RS67142,2005
RS51815,2005
RS122227,2004
RS13119,2005
RS122227,2012
RS68399,2006
RS73567,2006
RS186458,2005
RS5808,2002
RS26859,2008
RS148305,2006
RS27096,2005
RS24874,2007
RS160587,2007
RS22910,2007
RS189454,2004
RS10069,2004
RS50025,2003
RS202593,2008
RS188716,2008
RS18932,2008
RS125951,2010
RS47418,2004
RS95986,2011
RS209324,2000
RS5786,2008
RS187240,2007
RS180424,2002
RS58566,2001
RS28540,2002
RS106487,2007
RS160679,2001
RS2395,2007
RS83984,2003
RS7945,2011
RS98896,2009
RS28764,2007
RS165281,2002
RS41735,2008
RS34092,2005
RS18989,2008
RS17891,2003
RS11920,2005
RS5480,2007
RS174543,2012
RS181420,2010
RS163672,2008
RS164548,2008
RS164548,2006
RS93851,2002
RS5699,2010
RS54419,2004
RS166935,2006
RS195069,2009
RS209000,2004
RS22913,2001
RS210110,2006
RS26486,2008
RS10705,2007
RS192921,2007
RS42370,2006
RS168800,2011
RS168800,2009
RS30503,2010
RS82503,2002
RS157912,2010
RS143409,2010
RS179408,2005
RS47849,2004
RS158861,2011
RS143085,2005
RS56744,2005
RS29642,2006
RS12030,2005
RS8363,2004
RS46653,2009
RS120281,2007
RS94509,2004
RS9091,2007
RS17566,2001
RS128930,2006
RS176045,2006
RS158948,2004
RS180115,2005
RS206112,2008
RS206112,2004
RS196171,2007
RS199220,2005
RS11371,2003
RS200667,2004
RS49109,2007
RS210990,2012
RS62235,2001
RS50612,2005
RS114165,2011
RS44537,2004
RS116813,2010
RS19217,2010
RS168524,2002
RS1608,2011
RS153689,2003
RS56279,2008
RS115724,2004
RS63359,2009
RS63359,2007
RS6617,2010
RS2391,2003
RS35048,2005
RS16230,2004
RS206792,2010
RS18921,2004
RS206367,2004
RS139949,2007
RS195176,2007
RS195176,2006
RS181942,2003
RS47259,2008
RS37695,2008
RS23996,2007
RS37882,2005
TS10532,2007
TS10522,2004
RS10215,2005
RS1695,2007
RS48806,2009
RS116640,2004
RS116640,2006
RS106311,2001
RS201346,2001
RS132735,2002
RS66558,2003
RS182111,2007
RS231066,2006
RS50498,2004
RS43731,2010
RS6418,2007
RS153661,2000
RS44788,2007
RS148879,2005
RS115970,2005
RS124083,2006
RS37587,2004
RS93803,2006
RS176940,2005
RS26761,2004
RS116008,2010
RS135130,2006
RS22947,2000
RS115795,2008
RS204766,2009
RS171951,2004
RS167696,2011
RS26750,2004
RS84041,2008
RS15545,2005
RS8747,2007
RS76150,2004
RS49935,2005
RS117852,2012
RS182383,2005
RS182383,2004
RS189650,2009
RS207835,2005
RS109112,2004
RS109112,2005
RS52484,2011
RS139618,2003
RS180916,2001
RS150330,2012
RS184117,2001
RS76627,2005
RS153182,2005
RS44280,2002
RS140087,2009
RS140087,2008
RS95776,2012
RS197647,2005
RS208319,2002
RS113823,2003
RS228252,2007
RS180500,2011
RS126033,2010
RS70866,2008
RS207912,2006
RS4324,2010
RS26448,2008
RS26448,2006
RS18305,2011
RS126503,2003
RS18644,2005
RS89893,2004
RS186609,2008
RS192761,2007
RS194329,2005
RS126077,2006
RS6965,2008
RS142753,2002
RS19194,2008
RS116097,2004
RS116097,2002
RS116097,2010
RS198603,2001
RS13078,2005
RS60745,2003
RS115920,2007
RS65720,2002
RS201496,2003
RS69483,2006
RS38773,2004
RS166201,2002
RS26902,2004
RS161890,2005
RS38042,2005
RS130596,2007
RS118595,2008
RS47172,2001
RS4134,2005
RS192655,2009
RS192654,2012
RS191850,2007
RS17830,2004
RS195101,2007
RS9903,2005
RS182899,2005
RS58386,2005
RS31197,2003
RS30928,2008
RS172183,2012
RS158627,2006
RS15197,2003
RS165281,2011
RS13013,2001
RS199235,2002
RS8703,2002
RS124210,2010
RS124210,2003
RS112871,2004
RS132025,2006
RS10569,2006
RS10569,2003
RS207955,2007
RS74638,2007
RS6968,2004
RS6969,2005
RS175331,2003
RS166049,2002
RS12313,2002
RS41222,2010
RS10237,2007
RS83029,2003
RS19739,2002
RS16289,2007
RS162013,2001
RS162013,2004
RS185768,2004
RS121991,2004
RS158544,2003
RS3879,2005
RS196210,2001
RS162078,2008
RS140240,2010
RS114534,2009
RS114534,2004
RS165421,2005
RS182198,2011
RS17819,2010
RS99297,2006
RS159399,2007
RS36151,2005
RS72140,2001
RS182705,2002
RS37494,2003
RS131951,2009
RS14569,2011
RS170281,2005
RS62953,2009
RS62953,2012
RS7190,2008
RS58064,2004
RS140207,2002
RS39538,2008
RS36070,2003
RS8964,2006
RS168190,2010
RS30425,2005
RS16001,2002
RS44708,2006
RS6296,2006
RS191214,2005
RS113851,2003
RS29654,2004
RS24003,2006
RS185244,2002
RS140747,2008
RS234252,2005
RS168727,2009
RS112837,2006
RS117060,2003
RS55198,2003
RS57778,2005
RS201737,2005
RS242178,2008
RS193674,2001
RS193674,2003
RS94481,2000
RS33395,2000
RS84224,2003
RS119291,2001
RS84611,2002
RS125687,2002
RS123600,2002
RS49770,2003
RS84194,2002
RS159772,2002
RS28976,2002
RS152609,2003
RS37069,2001
RS45269,2004
RS33178,2001
RS171408,2003
RS221981,2004
RS190435,2003
RS213112,2003
RS25159,2005
RS35540,2003
RS209923,2004
RS26757,2003
RS69070,2002
RS188008,2004
RS185280,2009
RS196562,2008
RS94501,2006
RS94589,2011
RS185265,2008
RS192769,2006
TS60037,2008
RS185546,2001
RS22934,2006
RS167319,2006
RS247022,2009
RS30825,2007
RS32212,2008
RS211863,2009
RS166187,2009
RS207702,2004
RS126484,2005
RS50025,2003
RS160063,2007
RS30977,2008
RS184339,2003
RS40498,2007
RS5512,2001
RS73418,2011
RS175412,2007
RS28739,2008
RS197229,2005
RS50741,2004
RS50741,2003
RS170932,2007
RS118814,2005
RS118813,2003
RS249406,2006
RS164276,2006
RS240554,2005
RS14821,2010
RS203027,2006
RS17902,2007
RS8436,2007
RS161579,2003
RS76773,2005
RS30120,2009
RS14199,2003
RS157935,2002
RS8467,2007
RS187124,2007
RS231659,2001
RS158308,2004
RS109107,2004
RS140163,2011
RS201520,2005
RS28526,2002
RS206398,2002
RS49528,2005
RS149067,2002
RS149067,2003
RS201572,2004
RS174272,2003
RS25301,2006
RS170219,2004
RS47034,2009
RS192857,2007
RS48108,2007
RS176708,2007
RS69546,2001
RS5772,2007
RS139710,2003
RS58798,2005
RS138450,2008
RS24694,2004
RS12801,2004
RS47580,2008
RS86725,2009
RS49296,2008
RS132645,2010
RS106636,2002
RS106636,2005
RS21741,2009
RS65205,2003
RS46661,2004
RS39376,2005
RS55171,2009
RS155041,2007
RS164149,2005
TS4653,2009
RS11985,2009
RS230985,2003
RS179057,2004
RS46532,2004
RS25723,2008
RS94087,2010
RS99353,2008
RS241473,2004
RS153547,2009
RS209513,2003
RS168774,2005
RS168897,2002
RS10694,2004
RS5793,2007
RS48552,2005
RS208126,2007
RS208126,2008
RS119030,2007
RS55417,2003
RS136602,2007
RS115903,2008
RS39273,2006
RS46868,2006
RS119795,2008
RS35424,2003
RS76927,2007
RS207706,2005
RS63359,2001
RS179055,2002
RS14661,2003
RS192489,2007
RS20585,2002
RS168366,2012
RS182905,2008
RS131130,2005
RS158794,2008
RS158760,2004
RS246645,2006
RS43238,2010
RS239144,2008
RS188741,2000
RS15783,2006
RS97228,2006
RS44863,2008
RS10703,2007
RS22631,2009
RS46881,2007
RS19053,2009
RS15545,2008
RS14485,2005
RS202825,2011
RS240455,2008
RS188675,2007
RS188675,2007
RS88078,2001
RS15434,2005
RS188463,2007
RS228180,2007
RS62432,2006
RS195706,2012
RS184215,2006
RS176526,2008
RS158323,2009
RS93793,2001
RS18523,2008
RS9084,2008
RS32922,2005
RS65809,2003
RS196902,2001
RS140158,2009
RS38027,2004
RS52526,2005
RS117478,2008
RS198571,2002
RS133975,2010
RS56676,2010
RS159268,2002
RS118061,2010
RS58600,2007
RS191949,2007
RS118911,2006
RS188443,2005
RS8686,2007
RS97138,2003
RS233488,2011
RS161096,2010
RS198555,2010
RS5142,2003
RS171929,2008
RS73063,2006
RS119252,2006
RS84762,2007
RS47866,2001
RS131975,2000
RS160208,2010
RS160208,2008
RS95335,2005
RS200016,2003
RS51353,2010
RS246605,2009
RS134045,2009
RS73050,2005
RS134935,2010
RS10544,2004
RS54114,2002
RS19902,2008
RS29407,2003
RS210002,2007
RS27752,2008
RS193157,2001
RS178300,2007
RS92626,2010
RS173996,2003
RS82366,2004
RS161988,2003
RS51719,2010
RS176684,2010
RS231649,2006
RS130636,2004
RS17902,2008
RS159465,2003
RS4228,2007
RS167066,2008
RS161579,2002
RS8919,2008
RS123726,2005
RS59566,2004
RS59566,2007
RS93305,2006
RS88052,2006
RS184340,2007
RS126275,2007
RS154357,2009
RS31697,2005
RS160573,2004
RS124122,2004
RS189681,2000
RS42051,2002
RS193620,2008
RS58770,2009
RS68088,2010
RS125228,2008
RS130882,2008
RS33508,2005
RS237828,2006
RS165878,2006
RS242272,2005
RS113766,2009
RS44168,2007
RS23462,2004
RS43852,2011
RS211899,2003
RS41334,2010
RS191884,2005
RS206008,2005
RS177499,2004
RS10065,2004
RS191942,2008
RS158946,2007
RS236513,2008
RS240720,2007
RS240720,2007
RS236737,2006
RS106551,2003
RS168653,2005
RS29058,2009
RS48005,2005
RS112971,2012
RS46730,2005
RS119535,2001
RS56300,2007
RS186721,2008
RS115771,2007
RS50944,2012
RS33365,2006
RS199683,2009
RS65434,2012
RS49812,2010
RS208477,2008
RS133046,2009
RS162096,2007
RS175372,2005
RS189333,2006
RS195408,2004
RS61975,2007
RS187060,2005
RS44364,2005
RS44034,2010
RS70179,2007
RS111160,2007
RS6367,2007
RS131212,2010
RS211188,2005
RS61195,2006
RS166305,2008
RS93416,2003
RS21097,2006
RS31894,2004
RS192702,2005
RS192702,2003
RS115922,2004
RS162204,2005
RS123813,2004
RS19174,2006
RS181360,2005
RS169245,2010
RS172798,2005
RS188694,2011
RS33540,2004
RS169515,2002
RS206327,2009
RS132666,2002
RS210089,2008
RS116029,2008
RS50561,2006
RS175571,2008
RS28761,2010
RS132822,2003
RS47418,2004
RS130284,2006
RS98963,2002
RS139556,2009
RS96099,2004
RS55841,2010
RS23369,2009
RS50482,2006
RS209324,2004
RS94344,2008
RS11825,2008
RS32772,2005
RS10537,2007
RS115925,2012
RS194806,2008
RS187240,2004
RS183104,2005
RS49463,2007
RS132206,2006
RS147749,2003
RS109125,2005
RS193448,2002
RS7639,2007
RS117773,2005
RS40664,2007
RS77224,2008
RS159312,2006
RS31708,2007
RS60349,2005
RS199004,2003
RS199004,2005
RS123679,2007
RS25930,2007
RS62271,2003
RS19194,2012
RS99223,2003
RS119796,2010
RS27932,2005
RS125298,2005
RS14166,2003
RS22566,2009
RS94937,2005
RS113802,2007
RS75463,2004
RS114549,2001
RS174095,2011
RS155960,2009
RS6921,2002
RS47208,2004
RS191261,2005
RS54419,2010
RS7067,2005
RS56075,2003
RS144323,2006
RS33490,2006
RS33442,2002
RS106590,2005
RS11775,2004
RS8416,2008
RS211027,2007
RS20892,2004
RS117492,2004
RS179399,2011
RS202979,2003
RS209495,2007
RS209495,2003
RS58725,2011
RS195352,2009
RS115785,2010
RS115785,2006
RS40493,2009
RS211782,2003
RS196105,2003
RS157912,2009
RS41934,2003
RS182536,2009
RS47849,2005
RS99036,2001
RS13026,2002
RS196999,2003
RS50443,2011
RS12030,2005
RS159769,2005
RS8383,2005
RS187181,2008
RS9087,2008
RS9922,2009
RS11521,2004
RS47245,2006
RS136478,2001
RS114300,2005
RS8633,2009
RS43313,2000
RS211541,2003
RS114560,2005
RS134042,2009
RS24583,2008
RS121867,2009
RS50892,2008
RS21870,2005
RS76043,2001
RS210990,2011
RS207892,2003
RS176870,2007
RS37934,2006
RS57445,2009
RS41480,2003
RS42487,2001
RS19217,2011
RS157399,2007
RS56714,2005
RS13491,2005
RS172442,2006
RS204402,2003
RS131926,2008
RS185634,2006
RS160723,2010
RS109630,2005
RS133833,2009
RS40394,2004
RS142647,2004
RS84544,2005
RS104197,2003
TS10532,2004
RS126981,2007
RS181106,2007
RS46526,2003
RS46526,2004
RS32157,2008
RS4407,2008
RS160166,2006
RS19782,2009
RS19782,2008
RS173702,2007
TS59485,2004
RS1558,2007
RS203934,2002
RS172379,2009
RS161564,2004
RS59709,2005
RS66558,2004
RS135944,2008
RS267165,2004
RS157943,2009
RS25008,2003
RS122023,2012
RS27892,2005
RS233477,2011
RS219028,2004
RS249655,2010
RS65879,2009
RS66484,2001
RS234509,2009
RS208337,2009
RS43788,2007
RS168674,2009
RS54369,2007
RS204766,2011
RS181548,2009
RS202868,2004
RS202868,2006
RS8640,2008
RS163506,2009
RS147369,2006
RS161384,2001
RS189651,2003
RS55825,2006
RS128435,2006
RS57006,2007
RS29589,2005
RS192734,2002
RS159772,2001
RS125142,2010
RS153182,2004
RS109691,2005
RS147209,2006
RS123577,2005
RS75377,2004
RS11552,2004
RS143481,2011
RS145495,2005
RS5831,2004
RS163731,2003
RS198802,2004
RS15615,2001
RS117444,2012
RS113823,2002
RS184103,2009
RS83016,2007
RS249699,2006
RS206948,2011
RS188476,2009
RS98879,2008
RS98880,2003
RS8973,2010
RS194330,2007
RS159792,2005
RS159792,2008
RS75331,2004
RS51587,2003
RS2262,2009
RS203749,2009
RS198603,2009
RS33802,2008
RS62968,2006
RS53865,2008
RS47151,2009
RS13076,2007
RS169538,2001
RS169566,2008
RS62431,2005
RS193483,2004
RS206291,2003
RS206291,2001
RS137833,2000
RS201496,2003
RS22608,2010
RS122113,2004
RS179443,2004
RS38773,2008
RS38773,2004
RS171066,2004
RS166201,2006
RS33653,2001
RS174616,2004
RS229137,2003
RS192618,2001
RS118726,2005
RS70265,2011
RS163209,2009
RS163209,2008
RS163210,2010
RS123092,2010
RS18523,2008
RS191328,2007
RS195101,2005
RS125741,2006
RS46866,2004
RS26886,2004
RS142924,2001
RS163334,2003
RS115693,2008
RS208021,2005
RS109645,2009
RS65698,2005
RS34644,2007
RS109688,2008
RS20468,2004
RS198839,2009
RS198839,2006
RS198832,2003
RS5494,2005
RS194311,2004
RS43815,2004
RS112860,2009
RS76744,2003
RS131926,2002
RS132025,2006
RS132025,2007
RS10569,2005
RS7322,2005
RS154202,2002
RS40452,2005
RS102959,2004
RS175331,2005
RS175332,2001
RS8111,2010
RS156142,2002
RS12422,2009
RS41220,2011
RS209211,2005
RS17917,2009
RS243235,2007
RS10238,2009
RS180263,2005
RS131902,2010
RS34921,2011
RS34921,2010
RS72849,2010
RS207486,2012
RS196273,2007
RS196273,2008
RS111820,2005
RS11338,2010
RS163502,2008
RS204422,2007
RS198571,2004
RS202775,2011
RS74245,2003
RS178777,2003
RS99297,2009
RS10278,2011
RS188317,2004
RS29082,2004
RS37494,2006
RS47491,2003
RS126209,2006
RS44949,2008
RS182710,2008
RS14569,2010
RS14569,2006
RS14569,2009
RS162821,2006
RS162972,2012
RS162875,2011
RS10841,2005
RS118806,2007
RS111353,2011
RS197165,2009
RS52345,2005
RS36291,2004
RS164068,2005
RS157497,2009
RS73284,2004
RS126033,2011
RS191215,2004
RS12507,2006
RS113851,2004
RS37138,2010
RS93790,2010
RS143601,2005
RS178234,2011
RS44069,2008
RS114564,2004
RS75503,2001
RS157469,2003
RS23021,2007
RS132278,2000
RS6340,2003
RS6340,2001
RS196095,2007
RS185544,2007
RS208285,2005
RS13133,2006
RS147602,2000
RS13089,2002
RS51821,2001
RS142740,2004
RS53922,2002
RS178803,2003
RS82036,2001
RS25068,2002
RS185592,2004
RS116762,2007
RS163912,2010
RS185335,2002
RS185335,2009
RS211310,2009
RS185546,2010
RS185566,2009
RS196025,2007
RS35555,2011
RS196770,2007
RS209066,2006
RS35184,2006
RS28696,2007
RS203841,2002
RS119071,2007
RS51063,2008
RS28884,2009
RS219208,2009
RS92320,2006
RS253926,2009
RS83002,2008
RS32643,2008
RS122204,2009
RS245580,2012
RS121102,2009
RS126180,2008
RS194796,2006
RS175412,2008
RS44141,2009
RS44303,2007
RS133128,2008
RS55538,2005
RS197579,2008
RS61109,2007
RS29104,2006
RS209513,2005
RS71542,2007
RS4796,2005
RS8796,2003
RS195588,2009
RS51635,2006
RS28825,2005
RS196415,2009
RS22666,2005
RS171978,2006
RS154355,2004
RS43300,2009
RS198571,2010
RS133975,2008
RS187354,2005
RS134908,2004
RS87982,2004
RS83005,2009
RS31753,2010
RS113235,2006
RS96248,2008
RS33408,2008
RS179777,2008
RS6894,2008
RS184492,2008
RS4228,2007
RS18779,2006
RS113917,2004
RS177968,2007
RS160652,2006
RS31762,2005
RS71658,2005
RS183114,2005
RS125290,2005
RS83031,2008
RS47258,2003
RS120255,2006
RS50024,2012
RS119110,2007
RS212664,2010
RS142693,2005
RS16604,2009
RS48800,2008
RS61975,2005
RS44364,2007
RS246148,2008
RS152579,2006
RS56003,2012
RS150455,2011
RS171641,2008
RS133680,2011
RS93468,2004
RS92448,2008
RS22910,2010
RS29449,2011
RS175415,2007
RS43437,2009
RS188716,2009
RS19662,2006
RS14803,2006
RS49463,2007
RS19372,2007
RS123679,2006
RS166935,2009
RS173209,2006
RS176239,2005
RS38449,2010
RS160915,2006
RS131499,2006
RS200667,2003
RS131406,2006
RS93857,2008
RS157740,2005
RS116813,2006
RS8844,2008
RS40394,2007
RS63354,2009
RS8689,2007
RS247252,2006
RS204080,2003
RS11922,2005
RS204766,2012
RS163794,2006
RS117805,2008
RS202868,2006
RS207926,2006
RS5831,2004
RS56668,2009
RS25840,2009
RS43915,2005
RS160028,2007
TS59372,2008
RS131207,2009
RS72925,2005
RS147868,2006
RS208021,2009
RS175507,2004
RS109688,2009
RS198840,2006
RS198839,2005
RS132025,2008
RS38024,2007
RS12313,2006
RS5414,2009
RS125745,2004
RS165591,2010
RS39190,2009
RS139127,2008
RS17321,2009
RS157580,2005
RS84799,2005
RS114288,2007
RS21498,2009
RS76959,2007
RS7976,2006
RS73284,2004
RS30988,2010
RS113851,2006
RS76670,2011
RS93790,2009
RS61594,2005
RS185553,2009
RS169921,2008
RS126180,2008
RS201555,2004
RS75961,2009
RS35143,2003
RS13351,2010
RS19271,2004
RS51359,2007
RS50499,2005
RS69308,2006
RS113967,2005
RS42739,2005
RS158307,2002
RS173392,2005
RS211680,2008
RS158972,2003
RS183618,2010
RS48092,2002
RS138269,2007
RS82528,2000
RS209364,2002
RS36880,2008
RS154324,2006
RS192726,2006
RS195476,2010
RS111643,2009
RS23119,2002
RS169721,2005
RS64808,2004
RS16284,2009
RS50393,2007
RS36504,2005
RS233644,2008
RS132925,2001
RS178746,2008
RS179376,2003
RS206410,2005
RS208062,2007
RS41374,2003
RS16796,2011
RS161591,2007
RS192281,2009
RS25159,2011
RS165260,2005
RS133232,2007
RS24754,2006
RS45352,2003
RS51585,2005
RS219227,2007
RS9927,2002
RS139269,2003
RS128655,2008
RS8512,2007
RS117492,2006
RS212547,2004
TS59277,2008
RS188018,2001
RS143014,2005
RS61399,2007
RS12006,2007
RS12671,2007
RS4998,2004
RS54395,2004
RS202773,2003
RS173009,2006
RS114575,2005
RS176708,2002
RS44664,2009
RS117573,2011
RS208375,2005
RS22607,2002
RS193550,2005
RS116131,2008
RS116132,2007
RS26212,2008
RS160892,2003
RS186354,2003
RS43499,2007
RS91451,2010
RS33127,2006
RS122338,2001
RS167663,2004
RS24259,2007
RS116707,2003
RS181320,2001
RS197493,2006
RS160922,2009
RS160922,2009
RS168828,2011
RS166078,2009
RS40398,2005
RS9878,2011
RS236898,2005
RS36433,2002
RS115211,2009
RS138403,2003
RS176747,2003
RS176747,2009
TS59372,2006
RS198482,2007
RS23441,2004
RS133687,2011
RS35244,2009
RS84216,2005
RS196879,2004
RS241476,2004
RS31284,2006
RS97806,2008
RS188237,2008
RS19601,2003
RS19604,2009
RS247145,2010
RS19659,2008
RS169609,2006
RS46775,2002
RS136712,2006
RS198832,2010
RS198832,2005
RS199130,2005
RS180038,2003
RS33466,2003
RS175674,2006
RS171198,2007
TS2509,2008
RS29646,2007
RS170219,2010
RS186333,2002
RS221451,2008
RS188727,2005
RS179534,2008
RS237099,2008
RS92164,2001
RS111694,2007
RS8922,2005
RS24099,2010
RS21517,2010
RS201555,2008
RS162921,2009
RS5660,2005
RS61732,2005
RS130198,2004
RS56149,2007
RS109187,2008
RS15747,2002
RS106579,2007
RS16494,2004
RS106608,2009
RS175164,2002
RS25475,2006
RS129079,2005
RS71550,2004
RS195546,2011
RS71549,2006
RS48085,2002
RS29109,2004
RS182656,2003
RS153244,2005
RS51125,2008
RS166327,2007
RS2232,2004
RS61126,2001
RS203029,2004
RS22212,2008
RS39436,2008
RS172213,2009
RS11066,2006
RS123679,2008
RS8360,2009
RS8165,2007
RS116812,2008
RS56517,2010
RS208983,2006
RS30120,2007
RS30824,2007
RS92765,2002
RS40623,2004
RS40623,2001
RS75371,2004
RS176697,2005
RS7648,2012
RS196073,2008
RS156130,2004
RS50949,2008
RS18385,2005
RS158308,2005
RS158308,2002
RS43793,2003
RS43793,2010
RS193057,2006
RS59558,2006
RS59558,2003
RS32946,2005
RS82636,2005
RS190980,2007
RS175328,2009
RS41337,2006
RS173359,2004
RS112017,2004
RS86679,2006
RS106114,2006
RS106114,2005
RS39193,2009
RS133975,2010
RS236737,2007
RS17328,2010
RS54296,2007
RS198631,2008
RS43620,2005
RS32407,2011
RS119675,2008
RS47937,2002
RS25249,2007
RS118810,2005
RS133230,2006
RS133230,2006
RS18742,2010
RS148988,2009
RS148988,2007
RS54612,2005
RS27865,2007
RS208680,2007
RS56048,2005
RS22332,2003
RS159715,2010
RS41125,2004
RS10189,2005
RS121998,2004
RS84229,2007
RS116485,2010
RS36103,2004
RS40579,2006
RS208742,2007
RS10571,2004
RS23119,2009
RS112848,2007
RS147392,2005
RS153183,2000
RS40314,2004
RS26192,2006
RS26192,2005
RS49056,2010
RS131351,2005
RS158918,2004
RS244326,2007
RS57121,2003
RS190374,2005
RS116924,2011
RS211188,2005
RS19172,2002
RS186458,2004
RS30425,2000
RS188829,2010
RS116870,2006
RS51728,2006
RS58797,2007
RS188935,2006
RS202989,2009
RS22910,2007
RS10912,2009
RS10913,2009
RS10912,2011
RS174435,2007
RS49545,2002
RS11800,2005
RS44319,2011
RS115947,2002
RS160336,2011
RS196960,2009
RS194836,2006
RS131744,2004
RS48746,2004
RS72359,2005
RS16797,2002
RS61440,2011
RS49091,2006
RS158538,2010
RS125687,2008
RS125687,2008
RS125811,2003
RS125811,2009
RS40295,2010
RS92814,2010
RS61925,2005
RS72259,2009
RS8744,2006
RS8744,2008
RS158367,2007
RS180165,2007
RS183006,2009
RS4347,2004
RS115803,2010
RS115803,2008
RS43354,2005
RS56355,2005
RS129486,2005
RS44548,2004
RS2396,2010
RS207369,2009
RS118955,2002
RS8499,2008
RS64332,2012
RS199004,2007
RS160152,2012
RS159833,2009
RS157597,2009
RS208724,2011
RS174543,2011
RS117750,2006
RS18387,2003
RS185721,2006
RS93323,2003
RS93822,2001
RS147429,2009
RS136815,2002
RS18294,2005
RS123554,2001
RS18214,2001
RS14775,2002
RS154941,2006
RS154941,2004
RS228171,2009
RS61096,2011
RS242179,2004
RS92664,2010
RS209473,2005
RS43745,2007
RS63856,2012
RS204200,2010
RS192921,2010
RS140046,2005
RS206506,2001
RS54626,2004
RS54626,2005
RS63873,2007
RS123510,2002
RS42418,2004
RS42418,2004
RS20099,2004
RS240974,2009
RS202587,2004
RS209501,2005
RS202845,2010
RS34603,2007
RS16421,2003
RS195758,2003
RS160608,2005
RS50448,2008
RS50448,2010
RS148883,2009
RS26600,2007
RS30948,2004
RS176429,2007
RS14132,2009
RS93853,2008
RS43311,2009
RS106385,2006
RS185091,2008
RS134042,2004
RS46463,2001
RS184027,2003
RS120998,2009
RS120998,2007
RS135014,2006
RS96251,2010
RS109094,2005
RS33107,2002
RS48883,2008
RS195515,2005
RS195515,2008
RS10946,2004
RS37939,2002
RS139358,2003
RS20756,2005
RS24991,2010
RS116131,2005
RS178707,2007
RS125979,2007
RS23036,2010
RS119795,2007
RS134936,2007
RS74142,2009
RS74131,2006
RS205062,2002
RS145877,2007
RS148847,2008
RS26843,2007
RS26843,2006
RS59951,2002
RS66511,2004
RS173607,2009
RS33178,2008
RS133100,2009
RS128639,2012
RS128639,2004
RS200374,2006
RS185544,2012
RS182338,2005
RS40416,2004
RS40844,2009
RS206653,2010
RS54473,2007
RS161862,2004
RS161862,2005
RS161862,2007
RS34242,2003
RS63354,2007
TS10522,2005
TS10532,2007
TS7065,2007
RS198974,2007
RS10217,2002
RS116977,2003
RS121228,2007
RS22605,2003
RS106311,2010
RS73130,2012
RS179145,2003
RS48423,2006
RS165238,2004
RS126512,2009
RS11893,2010
RS180865,2003
RS43635,2006
RS159461,2003
RS202792,2010
RS33182,2006
RS41745,2005
RS72014,2008
RS12363,2004
RS99713,2010
TS3135,2006
RS165285,2005
RS165285,2003
RS129248,2002
RS68812,2007
RS55267,2010
RS45608,2010
RS164324,2009
RS182406,2007
RS22944,2005
RS135154,2009
RS166218,2007
RS115739,2006
RS83969,2002
RS125961,2009
RS125961,2012
RS207562,2009
RS182383,2011
RS44421,2006
RS9878,2008
RS64507,2004
RS50117,2002
RS28683,2009
RS126236,2004
RS50220,2005
RS4142,2006
RS58323,2006
RS198689,2008
RS122204,2010
RS12990,2006
RS139586,2007
RS200688,2000
RS168645,2008
RS25991,2007
RS106791,2007
RS192760,2003
RS192760,2006
RS26459,2003
RS131089,2001
RS172952,2003
RS131207,2009
RS24138,2005
RS38498,2011
RS192187,2003
RS36494,2003
RS201571,2005
RS116097,2003
RS218817,2001
RS4249,2003
RS91206,2008
RS156052,2009
RS156052,2006
RS156052,2001
RS49259,2003
RS69721,2006
RS65720,2009
RS33504,2006
RS114656,2007
RS221721,2010
RS221721,2006
RS46260,2007
RS179937,2011
RS46199,2001
RS155746,2003
RS46875,2001
RS5683,2001
RS5690,2004
RS75266,2007
RS186053,2003
RS46717,2004
RS46718,2003
RS15217,2008
RS15217,2005
RS10569,2007
RS93791,2010
RS198858,2005
RS25655,2005
RS19165,2002
RS124210,2008
RS205118,2006
RS196633,2007
RS118918,2006
RS54502,2006
RS165061,2004
RS184195,2008
RS184195,2004
RS200465,2007
RS3881,2006
RS159389,2008
RS46251,2004
RS76636,2004
RS133593,2011
RS114092,2008
RS185196,2010
RS8609,2010
RS44067,2007
RS44068,2007
RS90651,2008
RS11478,2007
RS166084,2007
RS194003,2006
RS112126,2006
RS195473,2009
RS211419,2007
RS47070,2000
RS211860,2005
RS14488,2010
RS132772,2003
RS84197,2002
RS43302,2001
RS145565,2005
RS11937,2005
RS178755,2005
RS38157,2005
RS13163,2010
RS17817,2011
RS166074,2007
RS201870,2004
RS22505,2006
RS64479,2008
RS113690,2008
RS71903,2011
RS47590,2009
RS126085,2005
RS28905,2007
RS35972,2009
RS36971,2004
RS163947,2005
RS60570,2012
RS40524,2008
RS187354,2003
RS74543,2009
RS62911,2008
RS174665,2004
RS64102,2006
RS64093,2004
RS180976,2006
RS62864,2009
RS199037,2008
RS163652,2002
